House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
2,Paladinbelt Street,Gail,Hill,47,Partner,Single,Female,Best boy,None,Christian
2,Paladinbelt Street,Amanda,Green,12,Daughter,NA,Female,Student,None,NA
3,Paladinbelt Street,Geoffrey,Lewis,59,Head,Divorced,Male,Oncologist,None,None
4,Paladinbelt Street,Abbie,Griffin,59,Head,Married,Female,Toxicologist,None,None
4,Paladinbelt Street,Declan,Griffin,59,Husband,Married,Male,Unemployed,None,None
5,Paladinbelt Street,Hollie,Harrison,88,Head,Widowed,Female,Retired Fine artist,None,Christian
6,Paladinbelt Street,Gerard,Smith,63,Head,Single,Male,Systems analyst,None,Catholic
6,Paladinbelt Street,Sophie,Taylor,58,Partner,Single,Female,Biomedical engineer,None,Catholic
7,Paladinbelt Street,Joanne,Webster-Murphy,53,Head,Married,Female,Radiation protection practitioner,None,Christian
7,Paladinbelt Street,Joseph,Webster-Murphy,53,Husband,Married,Male,Drilling engineer,None,Christian
7,Paladinbelt Street,Sara,Webster-Murphy,21,Daughter,Single,Female,Prison officer,None,None
7,Paladinbelt Street,Shane,Webster-Murphy,20,Son,Single,Male,University Student,None,Christian
7,Paladinbelt Street,Ben,Webster-Murphy,14,Son,NA,Male,Student,None,NA
8,Paladinbelt Street,Kirsty,Evans,47,Head,Single,Female,Fine artist,None,None
8,Paladinbelt Street,Michael,Barlow,49,Partner,Single,Male,Air traffic controller,None,None
8,Paladinbelt Street,Lynn,Evans,13,Daughter,NA,Female,Student,None,NA
8,Paladinbelt Street,Lorraine,Evans,9,Daughter,NA,Female,Student,None,NA
9,Paladinbelt Street,Christian,Roberts,86,Head,Widowed,Male,Retired Media buyer,None,None
10,Paladinbelt Street,Gillian,Robinson,48,Head,Married,Female,"Geologist, engineering",None,None
10,Paladinbelt Street,Brett,Robinson,49,Husband,Married,Male,"Journalist, magazine",None,None
10,Paladinbelt Street,Henry,Robinson,20,Son,Single,Male,University Student,None,None
10,Paladinbelt Street,Jade,Robinson,16,Daughter,NA,Female,Student,None,NA
11,Paladinbelt Street,Dorothy,French,52,Head,Married,Female,Unemployed,None,Catholic
11,Paladinbelt Street,Danny,French,51,Husband,Married,Male,Unemployed,None,Catholic
11,Paladinbelt Street,Maria,French,22,Daughter,Single,Female,University Student,None,Catholic
11,Paladinbelt Street,Declan,French,7,Son,NA,Male,Student,None,NA
12,Paladinbelt Street,Sally,Armstrong,18,Head,Single,Female,University Student,None,Catholic
12,Paladinbelt Street,Damien,Turner,21,None,Single,Male,University Student,None,None
13,Paladinbelt Street,Clive,Powell,33,Head,Single,Male,Water engineer,None,None
13,Paladinbelt Street,Pauline,Smith,36,None,Single,Female,Legal secretary,None,Christian
14,Paladinbelt Street,Rachel,Thompson,55,Head,Divorced,Female,Health visitor,None,Methodist
15,Paladinbelt Street,Sandra,Tyler,21,Head,Single,Female,Television floor manager,None,Christian
16,Paladinbelt Street,Albert,Jones,76,Head,Widowed,Male,Retired Oceanographer,None,Christian
17,Paladinbelt Street,Carl,Cross,18,Head,Married,Male,Student,None,NA
17,Paladinbelt Street,Kimberley,Cross,19,Wife,Married,Female,University Student,None,NA
18,Paladinbelt Street,Andrea,Ward,50,Head,Single,Female,Special educational needs teacher,None,Christian
18,Paladinbelt Street,Bradley,Fuller,48,Partner,Single,Male,Jewellery designer,None,Christian
19,Paladinbelt Street,Jeffrey,Howells,43,Head,Divorced,Male,Wellsite geologist,None,Catholic
19,Paladinbelt Street,Naomi,Howells,9,Daughter,NA,Female,Student,None,NA
19,Paladinbelt Street,Adrian,Howells,5,Son,NA,Male,Student,None,NA
19,Paladinbelt Street,Deborah,Howells,3,Daughter,NA,Female,Child,None,NA
20,Paladinbelt Street,Laura,Knowles,64,Head,Married,Female,Systems analyst,None,Catholic
20,Paladinbelt Street,Timothy,Knowles,70,Husband,Married,Male,Retired Sales promotion account executive,None,Catholic
20,Paladinbelt Street,Henry,Knowles,24,Son,Single,Male,Archaeologist,None,Catholic
20,Paladinbelt Street,Joanne,Knowles,11,Adopted Daughter,NA,Female,Student,None,NA
1,Mercy Crescent,Sophie,Roberts,19,Head,Single,Female,University Student,None,Methodist
2,Mercy Crescent,Diane,Foster,37,Head,Single,Female,"Horticulturist, amenity",None,None
2,Mercy Crescent,Ricky,Walker,37,Partner,Single,Male,Leisure centre manager,None,None
2,Mercy Crescent,Arthur,Foster,5,Son,NA,Male,Student,None,NA
3,Mercy Crescent,Russell,Riley,43,Head,Widowed,Male,"Solicitor, Scotland",None,None
4,Mercy Crescent,Francesca,Sullivan,52,Head,Married,Female,"Lecturer, higher education",None,Christian
4,Mercy Crescent,Shane,Sullivan,52,Husband,Married,Male,Chief Strategy Officer,None,None
4,Mercy Crescent,Matthew,Sullivan,17,Son,NA,Male,Student,None,NA
5,Mercy Crescent,Irene,Humphries,62,Head,Single,Female,Company secretary,None,None
6,Mercy Crescent,Mark,White,29,Head,Single,Male,English as a foreign language teacher,None,Christian
7,Mercy Crescent,Alex,Phillips,56,Head,Single,Male,Print production planner,None,None
8,Mercy Crescent,Wayne,Barker,67,Head,Widowed,Male,Management consultant,None,Catholic
9,Mercy Crescent,Ryan,Lewis,75,Head,Divorced,Male,Retired Games developer,None,Christian
10,Mercy Crescent,Amanda,Whitehead,52,Head,Divorced,Female,Banker,None,Christian
11,Mercy Crescent,Karl,Curtis,47,Head,Single,Male,"Surveyor, planning and development",None,None
1,Sheppard Road,Georgina,Clark,25,Head,Single,Female,Unemployed,None,Christian
1,Sheppard Road,Daniel,Clark,6,Son,NA,Male,Student,None,NA
2,Sheppard Road,Eric,Graham,44,Head,Divorced,Male,"Journalist, broadcasting",None,Christian
3,Sheppard Road,Annette,Lewis,49,Head,Married,Female,"Loss adjuster, chartered",None,Christian
3,Sheppard Road,Terry,Lewis,46,Husband,Married,Male,Unemployed,None,Christian
3,Sheppard Road,Malcolm,Lewis,26,Son,Single,Male,Textile designer,None,Christian
3,Sheppard Road,Kimberley,Lewis,22,Daughter,Divorced,Female,University Student,None,Christian
3,Sheppard Road,Hannah,Lewis,17,Daughter,NA,Female,Student,None,NA
4,Sheppard Road,Damian,Chambers,56,Head,Single,Male,"Scientist, forensic",None,Christian
5,Sheppard Road,Tracey,Wood,61,Head,Single,Female,"Therapist, drama",None,None
5,Sheppard Road,Aaron,May,37,None,Single,Male,Horticultural consultant,None,Catholic
5,Sheppard Road,Stephanie,Bradshaw,47,None,Single,Female,"Nurse, children's",None,Catholic
6,Sheppard Road,Irene,Green,61,Head,Single,Female,Architect,None,Christian
6,Sheppard Road,Frank,Parry,10,Grandson,NA,Male,Student,None,NA
6,Sheppard Road,Elizabeth,Parry,7,Granddaughter,NA,Female,Student,None,NA
7,Sheppard Road,Frank,Storey,50,Head,Married,Male,Tourist information centre manager,None,None
7,Sheppard Road,Marian,Storey,47,Wife,Married,Female,"Teacher, special educational needs",None,None
7,Sheppard Road,Claire,Storey,15,Daughter,NA,Female,Student,Physical Disability,NA
8,Sheppard Road,Jasmine,Cox,70,Head,Married,Female,Retired Games developer,None,None
8,Sheppard Road,Danny,Cox,74,Husband,Married,Male,Retired Architect,None,None
9,Sheppard Road,Dawn,Miah,37,Head,Married,Female,Warehouse manager,None,None
9,Sheppard Road,Phillip,Miah,40,Husband,Married,Male,Chief of Staff,None,None
9,Sheppard Road,Francis,Miah,3,Son,NA,Male,Child,None,NA
10,Sheppard Road,Stacey,Murphy,58,Head,Married,Female,"Administrator, education",None,Christian
10,Sheppard Road,William,Murphy,64,Husband,Married,Male,Information officer,None,Christian
10,Sheppard Road,Charlene,Murphy,21,Daughter,Single,Female,University Student,None,None
10,Sheppard Road,Marc,Murphy,16,Son,NA,Male,Student,None,NA
11,Sheppard Road,Julie,Bennett,37,Head,Divorced,Female,Unemployed,None,None
11,Sheppard Road,Connor,Bennett,13,Son,NA,Male,Student,None,NA
11,Sheppard Road,Leigh,Bennett,11,Son,NA,Male,Student,None,NA
12,Sheppard Road,Dorothy,Hale,50,Head,Married,Female,Energy engineer,None,Christian
12,Sheppard Road,Jamie,Hale,50,Husband,Married,Male,"Solicitor, Scotland",None,Christian
12,Sheppard Road,Lynda,Hale,34,Daughter,Divorced,Female,Higher education careers adviser,None,Christian
13,Sheppard Road,Mitchell,Baldwin,69,Head,Single,Male,"Retired Programmer, systems",None,Christian
13,Sheppard Road,Mohamed,Baldwin,12,Grandson,NA,Male,Student,None,NA
14,Sheppard Road,Leanne,Gray,40,Head,Divorced,Female,Unemployed,None,None
14,Sheppard Road,Lucy,Gray,8,Daughter,NA,Female,Student,None,NA
14,Sheppard Road,Callum,Gray,5,Son,NA,Male,Student,None,NA
14,Sheppard Road,Peter,Gray,2,Son,NA,Male,Child,None,NA
14,Sheppard Road,Shirley,Gray,0,Daughter,NA,Female,Child,None,NA
15,Sheppard Road,Glen,Tyler,57,Head,Married,Male,Plant breeder/geneticist,None,Christian
15,Sheppard Road,Kayleigh,Tyler,54,Wife,Married,Female,Immigration officer,None,None
15,Sheppard Road,Henry,Tyler,21,Son,Single,Male,University Student,None,Christian
16,Sheppard Road,Ruth,Edwards,19,Head,Single,Female,University Student,None,Christian
16,Sheppard Road,Joe,Rowe,21,None,Single,Male,University Student,None,Christian
16,Sheppard Road,Kathryn,Bull,20,None,Single,Female,University Student,None,None
17,Sheppard Road,Amber,Pratt,35,Head,Married,Female,Photographer,None,Catholic
17,Sheppard Road,Douglas,Pratt,37,Husband,Married,Male,"Biochemist, clinical",None,Catholic
17,Sheppard Road,Maria,Pratt,13,Daughter,NA,Female,Student,None,NA
18,Sheppard Road,Joan,Harding,68,Head,Divorced,Female,Retired Hydrogeologist,None,Christian
18,Sheppard Road,Kathryn,Harding,46,Daughter,Divorced,Female,Publishing copy,None,None
18,Sheppard Road,Josephine,Harding,42,Daughter,Divorced,Female,"Horticulturist, amenity",None,Christian
1,Evans Groves,Abdul,Marshall,44,Head,Married,Male,Accounting technician,None,Catholic
1,Evans Groves,Susan,Marshall,46,Wife,Married,Female,Ambulance person,None,None
1,Evans Groves,Teresa,Marshall,19,Daughter,Divorced,Female,University Student,None,None
1,Evans Groves,Arthur,Marshall,17,Son,NA,Male,Student,None,NA
1,Evans Groves,Patricia,Marshall,13,Daughter,NA,Female,Student,None,NA
2,Evans Groves,Lindsey,Wilkinson,39,Head,Single,Female,"Engineer, manufacturing systems",None,Christian
2,Evans Groves,Graeme,Pope,40,Partner,Single,Male,Police officer,None,Christian
2,Evans Groves,Robert,Wilkinson,8,Son,NA,Male,Student,None,NA
2,Evans Groves,Teresa,Wilkinson,4,Daughter,NA,Female,Child,None,NA
2,Evans Groves,Rosemary,Wilkinson,0,Daughter,NA,Female,Child,None,NA
3,Evans Groves,Ashleigh,Kent,49,Head,Married,Female,Herpetologist,None,Catholic
3,Evans Groves,Garry,Kent,51,Husband,Married,Male,Heritage manager,None,Catholic
3,Evans Groves,Shaun,Kent,13,Son,NA,Male,Student,None,NA
3,Evans Groves,Marcus,Kent,13,Son,NA,Male,Student,None,NA
3,Evans Groves,Holly,Kent,13,Daughter,NA,Female,Student,None,NA
4,Evans Groves,Rhys,Murphy,64,Head,Married,Male,"Presenter, broadcasting",None,Methodist
4,Evans Groves,Sylvia,Murphy,63,Wife,Married,Female,"Designer, industrial/product",None,Methodist
4,Evans Groves,Brandon,Murphy,41,Son,Single,Male,Barista,None,None
4,Evans Groves,Sheila,Murphy,38,Daughter,Divorced,Female,Haematologist,None,None
4,Evans Groves,Kenneth,Murphy,36,Son,Single,Male,Prison officer,None,Methodist
5,Evans Groves,Leigh,Chamberlain,35,Head,Divorced,Male,Unemployed,None,Catholic
5,Evans Groves,Henry,Chamberlain,5,Son,NA,Male,Student,None,NA
5,Evans Groves,Rosie,Chamberlain,4,Daughter,NA,Female,Child,None,NA
5,Evans Groves,Mary,Chamberlain,0,Daughter,NA,Female,Child,None,NA
5,Evans Groves,Carol,James,62,Lodger,Single,Female,Occupational therapist,None,Christian
5,Evans Groves,Shirley,Savage,54,Lodger,Single,Female,Patent attorney,None,Christian
5,Evans Groves,Kathleen,Day,62,Lodger,Single,Female,"Radiographer, therapeutic",None,Methodist
5,Evans Groves,Martyn,Williams,51,Lodger,Single,Male,"Therapist, drama",None,None
5,Evans Groves,Victor,Wilson,48,Lodger,Single,Male,Unemployed,None,Methodist
5,Evans Groves,Stewart,Wright,26,Lodger,Single,Male,"Engineer, manufacturing",None,Sikh
5,Evans Groves,Paula,Roberts,37,Lodger,Single,Female,Optometrist,None,Jewish
6,Evans Groves,Dominic,Thompson,42,Head,Single,Male,Geoscientist,None,None
6,Evans Groves,Zoe,Wilson,41,Partner,Single,Female,Glass blower/designer,None,None
6,Evans Groves,Shane,Robinson,50,Lodger,Single,Male,Chartered certified accountant,None,None
6,Evans Groves,Francesca,Adams,44,Lodger,Single,Female,Sports development officer,None,Methodist
6,Evans Groves,Emily,Collins,54,Lodger,Single,Female,Location manager,None,Christian
7,Evans Groves,Beverley,Nicholls,50,Head,Divorced,Female,Unemployed,None,Methodist
7,Evans Groves,Natasha,Nicholls,16,Daughter,NA,Female,Student,None,NA
7,Evans Groves,Mark,Nicholls,14,Son,NA,Male,Student,None,NA
7,Evans Groves,Janet,Nicholls,14,Daughter,NA,Female,Student,None,NA
8,Evans Groves,Katy,Hughes,69,Head,Married,Female,Retired Claims inspector/assessor,None,Christian
8,Evans Groves,Denis,Hughes,71,Husband,Married,Male,Retired Engineering geologist,None,Christian
8,Evans Groves,Diane,Hughes,43,Daughter,Single,Female,Fish farm manager,None,Christian
8,Evans Groves,Susan,Hughes,39,Daughter,Single,Female,Control and instrumentation engineer,None,Christian
8,Evans Groves,Edward,Hughes,32,Adopted Son,Divorced,Male,Research scientist (maths),None,Christian
8,Evans Groves,Mathew,Hughes,32,Son,Single,Male,"Engineer, manufacturing systems",None,Christian
8,Evans Groves,Dorothy,Hughes,28,Daughter,Single,Female,Building services engineer,None,Christian
8,Evans Groves,Joseph,Hughes,25,Son,Single,Male,"Production designer, theatre/television/film",None,Christian
8,Evans Groves,Clifford,Patel-Hughes,25,Son,Divorced,Male,Newspaper journalist,None,Christian
8,Evans Groves,Colin,Patel-Hughes,19,Son,Single,Male,University Student,None,None
8,Evans Groves,Wendy,Patel-Hughes,19,Daughter,Single,Female,University Student,None,Christian
8,Evans Groves,Callum,Patel-Hughes,17,Son,NA,Male,Student,None,NA
9,Evans Groves,Roy,Cooper,22,Head,Single,Male,University Student,None,Christian
9,Evans Groves,Lynne,Lewis,18,None,Single,Female,University Student,None,Methodist
9,Evans Groves,Glenn,Green,22,None,Single,Male,University Student,None,None
9,Evans Groves,Sean,Robson,26,None,Single,Male,PhD Student,None,Christian
9,Evans Groves,Tracey,Rowe,18,None,Single,Female,University Student,None,None
9,Evans Groves,Mark,Abbott,21,None,Single,Male,University Student,None,None
9,Evans Groves,Nicholas,Jones,19,None,Single,Male,University Student,None,None
9,Evans Groves,Lesley,Hardy,19,None,Single,Female,University Student,None,None
9,Evans Groves,Beverley,King,19,None,Single,Female,University Student,None,None
10,Evans Groves,Francesca,Webb,78,Head,Married,Female,Retired Mechanical engineer,None,Christian
10,Evans Groves,Mohamed,Webb,80,Husband,Married,Male,Unemployed,None,Christian
10,Evans Groves,John,Webb,61,Son,Single,Male,"Engineer, energy",None,None
10,Evans Groves,Amber,Webb,61,Daughter,Single,Female,"Conservator, furniture",None,Christian
10,Evans Groves,Roy,Webb,59,Son,Divorced,Male,Acupuncturist,None,Christian
10,Evans Groves,Jordan,Webb,56,Son,Single,Male,Actor,None,None
10,Evans Groves,Irene,Jones-Webb,52,Daughter,Single,Female,Air traffic controller,None,Christian
10,Evans Groves,Rhys,Jones-Webb,49,Son,Divorced,Male,Broadcast presenter,None,Christian
10,Evans Groves,Sam,Jones-Webb,44,Son,Single,Male,Photographer,None,None
11,Evans Groves,Sylvia,Kaur,36,Head,Married,Female,Data scientist,None,None
11,Evans Groves,Justin,Kaur,38,Husband,Married,Male,Purchasing manager,None,None
11,Evans Groves,Elaine,Kaur,15,Daughter,NA,Female,Student,None,NA
11,Evans Groves,Norman,Kaur,12,Son,NA,Male,Student,None,NA
11,Evans Groves,Gregory,Kaur,10,Son,NA,Male,Student,None,NA
12,Evans Groves,Julie,James,81,Head,Widowed,Female,Unemployed,None,Christian
12,Evans Groves,Gordon,Holt-James,46,Son,Single,Male,Agricultural engineer,None,None
12,Evans Groves,Jodie,Holt-James,45,Daughter,Divorced,Female,"Engineer, biomedical",None,None
12,Evans Groves,Jasmine,Holt-James,41,Daughter,Single,Female,Arboriculturist,None,None
12,Evans Groves,Angela,Holt-James,37,Daughter,Single,Female,Public affairs consultant,None,None
13,Evans Groves,Shannon,Evans,43,Head,Married,Female,Theatre stage manager,None,Christian
13,Evans Groves,Scott,Evans,45,Husband,Married,Male,Tree surgeon,None,Christian
13,Evans Groves,Susan,Evans,14,Daughter,NA,Female,Student,None,NA
13,Evans Groves,Leon,Evans,9,Son,NA,Male,Student,None,NA
13,Evans Groves,Susan,Evans,3,Daughter,NA,Female,Child,None,NA
13,Evans Groves,Reece,Evans,3,Son,NA,Male,Child,None,NA
13,Evans Groves,Eileen,Brown,24,Lodger,Divorced,Female,Chief Executive Officer,None,None
13,Evans Groves,Joel,Taylor,63,Lodger,Single,Male,Lexicographer,None,Christian
13,Evans Groves,Timothy,Chadwick,48,Lodger,Divorced,Male,Unemployed,None,None
13,Evans Groves,Denise,West,40,Sibling,Divorced,Female,"Production designer, theatre/television/film",None,Catholic
13,Evans Groves,Samantha,Martin,41,Visitor,Divorced,Female,Occupational psychologist,None,Christian
14,Evans Groves,Jennifer,Godfrey,38,Head,Married,Female,Records manager,None,Catholic
14,Evans Groves,Glenn,Godfrey,44,Husband,Married,Male,Biomedical engineer,None,None
14,Evans Groves,Carl,Godfrey,17,Son,NA,Male,Student,None,NA
14,Evans Groves,Max,Godfrey,11,Son,NA,Male,Student,None,NA
15,Evans Groves,Laura,Hill,35,Head,Married,Female,"Surveyor, commercial/residential",None,Christian
15,Evans Groves,Lewis,Hill,35,Husband,Married,Male,"Engineer, site",None,Christian
15,Evans Groves,Sian,Hill,14,Daughter,NA,Female,Student,None,NA
15,Evans Groves,Samuel,Hill,12,Son,NA,Male,Student,None,NA
15,Evans Groves,Jonathan,Hill,10,Son,NA,Male,Student,None,NA
16,Evans Groves,Connor,Young,29,Head,Single,Male,Unemployed,None,None
16,Evans Groves,Jeffrey,Murphy,30,None,Single,Male,Quality manager,None,Catholic
16,Evans Groves,Toby,Watson,49,None,Single,Male,Aeronautical engineer,None,Methodist
16,Evans Groves,Damian,Hayes,34,None,Single,Male,Purchasing manager,None,None
1,United Crescent,Lewis,Hall,58,Head,Single,Male,"Conservator, furniture",None,None
1,United Crescent,Hazel,Riley,56,Partner,Single,Female,Clinical cytogeneticist,None,None
1,United Crescent,Roger,Hall,15,Son,NA,Male,Student,None,NA
1,United Crescent,Chelsea,Hall,14,Daughter,NA,Female,Student,None,NA
2,United Crescent,Jill,Jones,42,Head,Married,Female,Community education officer,None,Christian
2,United Crescent,Denis,Jones,44,Husband,Married,Male,Chief of Staff,None,None
2,United Crescent,Graham,Jones,9,Son,NA,Male,Student,None,NA
2,United Crescent,Toby,Jones,5,Son,NA,Male,Student,None,NA
2,United Crescent,Joel,Jones,2,Son,NA,Male,Child,None,NA
3,United Crescent,Alison,Phillips,29,Head,Divorced,Female,Unemployed,None,Christian
3,United Crescent,Elizabeth,Phillips,6,Daughter,NA,Female,Student,None,NA
